Date,Open,High,Low,Close,Volume,OpenInt
2007-02-20,16.255,16.412,15.779,16.389,324014,0
2007-02-21,16.342,16.569,16.255,16.552,152023,0
2007-02-22,16.543,16.899,16.471,16.872,168775,0
2007-02-23,16.881,17.28,16.775,17.271,125613,0
2007-02-26,17.305,17.305,16.618,16.881,146070,0
2007-02-27,16.768,16.958,16.221,16.229,212108,0
2007-02-28,16.264,16.342,15.727,16.16,227511,0
2007-03-01,15.899,16.37,15.865,16.126,157388,0
2007-03-02,16.099,16.481,15.814,15.858,213827,0
2007-03-05,15.77,16.264,15.701,15.824,198096,0
2007-03-06,15.943,16.404,15.89,16.206,158304,0
2007-03-07,16.221,16.352,15.998,16.005,143108,0
2007-03-08,16.169,16.533,16.024,16.178,131661,0
2007-03-09,16.471,16.569,16.064,16.292,109938,0
2007-03-12,16.307,16.577,16.299,16.552,88318,0
2007-03-13,16.437,16.471,16.048,16.152,142655,0
2007-03-14,16.221,16.37,15.998,16.264,107357,0
2007-03-15,16.326,16.379,16.238,16.342,78797,0
2007-03-16,16.333,16.333,15.943,16.134,250750,0
2007-03-19,16.238,16.725,16.187,16.471,101804,0
2007-03-20,16.507,16.586,16.126,16.543,81960,0
2007-03-21,16.611,16.985,16.389,16.931,114675,0
2007-03-22,17.002,17.166,16.708,16.811,87222,0
2007-03-23,16.881,17.002,16.682,16.966,71740,0
2007-03-26,16.916,17.322,16.725,16.811,86330,0
2007-03-27,16.793,16.916,16.673,16.734,62021,0
2007-03-28,16.636,16.775,16.326,16.471,229389,0
2007-03-29,16.552,16.569,16.117,16.221,134675,0
2007-03-30,16.299,16.454,16.039,16.299,139245,0
2007-04-02,16.333,16.569,16.048,16.152,121343,0
2007-04-03,16.187,16.603,16.108,16.379,283043,0
2007-04-04,16.404,16.543,16.379,16.397,126333,0
2007-04-05,16.42,16.594,16.42,16.533,102558,0
2007-04-09,16.526,16.526,16.206,16.292,301063,0
2007-04-10,16.247,16.454,16.16,16.404,311986,0
2007-04-11,16.42,16.454,16.108,16.282,136758,0
2007-04-12,16.273,16.517,16.048,16.49,76404,0
2007-04-13,16.454,16.618,16.064,16.603,107621,0
2007-04-16,16.603,17.036,16.49,16.949,150184,0
2007-04-17,16.916,16.931,16.682,16.827,92520,0
2007-04-18,16.783,17.098,16.742,16.827,48965,0
2007-04-19,16.692,16.844,16.517,16.636,91780,0
2007-04-20,16.835,17.098,16.717,16.941,142974,0
2007-04-23,16.907,17.139,16.783,16.949,66752,0
2007-04-24,17.105,17.194,16.941,17.09,97628,0
2007-04-25,17.201,17.339,16.907,17.33,89786,0
2007-04-26,17.774,18.84,17.677,18.188,610512,0
2007-04-27,16.827,17.757,16.517,17.66,510833,0
2007-04-30,17.65,18.469,17.65,17.843,455454,0
2007-05-01,17.783,18.277,17.729,18.188,218477,0
2007-05-02,18.206,18.234,17.988,18.197,120332,0
2007-05-03,18.234,18.381,17.747,18.188,116117,0
2007-05-04,18.225,18.277,18.006,18.104,124435,0
2007-05-07,18.051,18.326,17.963,18.061,65456,0
2007-05-08,18.015,18.015,17.496,17.791,115871,0
2007-05-09,17.642,18.286,17.427,18.197,90777,0
2007-05-10,18.12,18.12,17.427,17.461,172687,0
2007-05-11,17.513,17.834,17.271,17.807,73534,0
2007-05-14,17.747,17.783,17.054,17.147,206714,0
2007-05-15,17.098,17.452,16.863,16.863,142668,0
2007-05-16,16.863,17.13,16.708,17.036,198498,0
2007-05-17,16.958,17.635,16.759,17.452,234359,0
2007-05-18,17.461,17.626,17.271,17.548,180302,0
2007-05-21,17.479,18.303,17.347,17.979,137097,0
2007-05-22,17.896,18.459,17.834,18.381,178617,0
2007-05-23,18.371,18.492,17.904,18.042,117860,0
2007-05-24,17.972,18.311,17.496,17.576,124363,0
2007-05-25,17.677,18.197,17.61,17.834,97754,0
2007-05-29,17.825,18.138,17.825,18.138,109741,0
2007-05-30,17.956,17.956,17.557,17.87,117244,0
2007-05-31,17.929,17.956,17.66,17.72,151657,0
2007-06-01,17.834,18.469,17.834,18.277,239038,0
2007-06-04,18.25,18.562,17.972,18.397,125262,0
2007-06-05,18.311,18.397,17.635,17.963,157720,0
2007-06-06,17.887,18.034,17.703,17.861,73571,0
2007-06-07,17.774,17.988,17.576,17.738,118203,0
2007-06-08,17.729,18.362,17.696,18.25,120414,0
2007-06-11,18.163,18.318,17.939,18.094,67298,0
2007-06-12,17.956,17.996,17.592,17.729,104316,0
2007-06-13,17.774,18.12,17.529,18.07,107925,0
2007-06-14,18.113,18.215,17.988,18.051,69438,0
2007-06-15,18.318,18.477,18.015,18.381,193323,0
2007-06-18,18.388,18.988,17.972,18.743,126349,0
2007-06-19,18.734,18.84,18.259,18.701,133660,0
2007-06-20,18.832,18.944,18.286,18.371,133568,0
2007-06-21,18.311,19.602,18.311,19.602,287339,0
2007-06-22,19.724,19.811,19.465,19.691,713286,0
2007-06-25,19.848,19.948,19.575,19.715,237613,0
2007-06-26,19.872,19.94,18.762,18.788,228571,0
2007-06-27,18.642,19.171,18.51,19.1,213547,0
2007-06-28,19.03,19.29,18.832,18.98,157327,0
2007-06-29,19.013,19.326,18.84,19.29,161862,0
2007-07-02,19.359,20.104,19.273,19.965,252733,0
2007-07-03,19.948,20.314,19.829,20.243,181687,0
2007-07-05,20.322,20.348,19.63,19.739,201529,0
2007-07-06,19.829,20.193,19.611,19.948,180801,0
2007-07-09,20.053,20.112,19.715,20.003,130766,0
2007-07-10,19.914,19.914,19.517,19.63,137158,0
2007-07-11,19.583,19.801,19.221,19.334,133254,0
2007-07-12,19.482,19.993,19.221,19.965,128397,0
2007-07-13,19.923,19.931,19.541,19.888,74213,0
2007-07-16,19.785,20.237,19.359,19.975,135883,0
2007-07-17,19.984,20.348,19.621,20.211,164904,0
2007-07-18,20.139,20.452,20.053,20.426,167022,0
2007-07-19,20.504,20.547,19.957,20.28,105336,0
2007-07-20,20.237,20.27,19.856,19.888,196707,0
2007-07-23,19.957,19.975,19.63,19.691,76261,0
2007-07-24,19.49,19.739,18.944,19.525,236385,0
2007-07-25,19.593,19.593,18.25,18.318,409931,0
2007-07-26,18.138,18.443,17.557,17.87,287774,0
2007-07-27,17.92,19.073,17.557,17.567,328460,0
2007-07-30,17.626,18.138,16.863,17.227,306876,0
2007-07-31,17.373,17.783,17.113,17.33,240713,0
2007-08-01,17.245,17.92,17.027,17.452,164984,0
2007-08-02,17.505,17.791,16.985,17.766,184902,0
2007-08-03,17.747,17.747,16.759,16.802,204420,0
2007-08-06,16.916,17.175,16.221,16.292,334886,0
2007-08-07,16.229,16.958,15.849,16.793,244695,0
2007-08-08,16.916,18.425,16.872,18.094,411131,0
2007-08-09,17.711,19.23,17.227,18.701,639029,0
2007-08-10,18.353,19.343,18.034,18.606,314085,0
2007-08-13,18.9,19.264,18.042,18.087,186478,0
2007-08-14,18.12,18.259,17.592,17.677,198775,0
2007-08-15,17.686,18.501,17.28,17.382,138719,0
2007-08-16,17.218,18.061,16.835,17.834,311434,0
2007-08-17,18.543,18.642,17.834,17.972,263935,0
2007-08-20,18.042,18.163,17.65,17.843,64258,0
2007-08-21,17.913,18.163,17.583,17.798,40073,0
2007-08-22,18.006,18.197,17.711,17.815,80542,0
2007-08-23,17.939,17.939,17.418,17.513,56262,0
2007-08-24,17.496,17.774,17.314,17.703,71402,0
2007-08-27,17.61,17.852,17.28,17.339,56646,0
2007-08-28,17.254,17.339,16.742,16.827,96911,0
2007-08-29,16.923,17.305,16.577,17.139,73938,0
2007-08-30,16.985,17.373,16.636,16.916,104954,0
2007-08-31,17.139,17.339,17.072,17.156,51704,0
2007-09-04,17.054,17.427,16.854,16.949,148156,0
2007-09-05,16.818,17.601,16.725,16.811,66955,0
2007-09-06,16.916,17.227,16.749,16.993,61063,0
2007-09-07,16.692,16.742,16.255,16.481,102115,0
2007-09-10,16.533,16.586,16.039,16.379,82470,0
2007-09-11,16.481,16.742,16.471,16.734,49787,0
2007-09-12,16.768,16.854,15.998,16.024,107348,0
2007-09-13,16.134,16.255,15.952,15.98,83593,0
2007-09-14,15.849,16.152,15.701,16.134,108676,0
2007-09-17,16.09,16.099,15.528,15.56,288638,0
2007-09-18,15.641,16.734,15.424,16.692,137771,0
2007-09-19,16.793,17.271,16.533,17.09,105413,0
2007-09-20,17.081,17.289,16.793,17.245,114003,0
2007-09-21,17.382,17.686,17.113,17.617,213840,0
2007-09-24,17.642,17.642,16.811,16.881,93441,0
2007-09-25,16.811,17.063,16.543,16.673,72161,0
2007-09-26,16.802,16.881,16.326,16.498,93301,0
2007-09-27,16.586,16.872,16.214,16.214,111818,0
2007-09-28,16.264,16.699,16.117,16.255,172719,0
2007-10-01,16.282,17.4,16.126,17.382,160490,0
2007-10-02,17.435,17.617,17.218,17.427,109078,0
2007-10-03,17.357,17.601,16.835,16.985,85124,0
2007-10-04,17.054,17.435,16.835,17.347,136850,0
2007-10-05,17.297,17.729,17.201,17.642,135565,0
2007-10-08,17.583,17.592,17.156,17.347,176896,0
2007-10-09,17.418,17.513,16.854,16.891,148829,0
2007-10-10,17.166,17.642,17.105,17.4,203493,0
2007-10-11,17.452,17.988,17.13,17.357,222691,0
2007-10-12,17.347,17.669,17.271,17.548,85897,0
2007-10-15,17.513,17.592,16.931,17.113,152551,0
2007-10-16,17.036,17.13,16.783,16.931,87579,0
2007-10-17,17.156,17.357,16.749,16.907,98227,0
2007-10-18,16.835,17.019,16.725,16.759,72731,0
2007-10-19,16.759,16.899,16.056,16.056,163020,0
2007-10-22,16.134,16.916,15.668,16.802,103608,0
2007-10-23,17.027,17.036,16.039,16.818,396299,0
2007-10-24,16.627,16.682,15.39,15.744,244089,0
2007-10-25,15.737,15.952,15.371,15.469,218412,0
2007-10-26,15.398,15.578,13.594,14.199,465040,0
2007-10-29,14.307,14.773,13.594,13.925,310700,0
2007-10-30,13.801,14.097,13.726,13.846,241779,0
2007-10-31,13.934,14.271,13.612,14.217,183306,0
2007-11-01,14.062,14.097,13.221,13.281,288986,0
2007-11-02,13.455,13.809,13.256,13.445,205680,0
2007-11-05,13.309,13.553,13.265,13.388,178595,0
2007-11-06,13.489,13.916,12.807,13.361,211622,0
2007-11-07,13.221,13.221,12.537,12.554,233390,0
2007-11-08,12.693,12.866,12.399,12.562,215448,0
2007-11-09,12.433,12.841,12.234,12.789,191345,0
2007-11-12,12.832,12.881,12.424,12.459,198537,0
2007-11-13,12.554,12.849,12.486,12.807,241331,0
2007-11-14,12.917,12.917,12.512,12.666,123522,0
2007-11-15,12.632,12.78,12.486,12.753,157620,0
2007-11-16,12.771,12.866,12.57,12.771,174376,0
2007-11-19,12.623,12.815,12.476,12.614,156426,0
2007-11-20,12.666,12.849,12.399,12.798,289373,0
2007-11-21,12.849,12.962,12.623,12.728,216840,0
2007-11-23,12.823,13.099,12.71,12.944,56005,0
2007-11-26,12.935,13.127,12.899,13.031,144666,0
2007-11-27,13.058,13.118,12.753,12.807,182160,0
2007-11-28,13.023,13.916,12.78,13.717,195000,0
2007-11-29,13.708,13.96,13.439,13.898,111834,0
2007-11-30,14.046,14.088,13.455,13.569,179897,0
2007-12-03,13.479,13.837,13.23,13.23,96516,0
2007-12-04,13.136,13.544,13.058,13.439,127225,0
2007-12-05,13.672,13.863,13.272,13.479,112874,0
2007-12-06,13.479,13.993,13.421,13.975,155047,0
2007-12-07,13.837,14.124,13.791,13.942,75679,0
2007-12-10,14.028,14.191,13.846,13.984,75880,0
2007-12-11,14.079,14.182,13.335,13.352,127884,0
2007-12-12,13.752,13.871,13.378,13.404,127907,0
2007-12-13,13.265,13.439,13.169,13.3,105851,0
2007-12-14,13.082,13.195,12.632,12.745,107560,0
2007-12-17,12.641,12.849,12.476,12.476,107766,0
2007-12-18,12.657,12.866,12.234,12.849,142078,0
2007-12-19,12.771,12.899,12.31,12.771,111958,0
2007-12-20,12.944,13.412,12.789,13.388,106806,0
2007-12-21,13.655,14.088,13.578,13.942,343981,0
2007-12-24,13.951,14.175,13.871,13.975,54515,0
2007-12-26,13.752,14.254,13.752,14.217,114535,0
2007-12-27,14.133,14.39,13.578,13.637,95814,0
2007-12-28,13.752,14.001,13.343,13.343,50136,0
2007-12-31,13.281,13.361,13.082,13.265,97659,0
2008-01-02,13.118,13.907,13.073,13.471,133560,0
2008-01-03,13.525,13.855,13.29,13.471,215157,0
2008-01-04,13.318,13.463,12.614,12.614,139081,0
2008-01-07,12.623,13.065,12.605,12.841,141198,0
2008-01-08,12.866,13.445,12.442,12.605,226311,0
2008-01-09,12.554,13.065,12.486,13.065,180248,0
2008-01-10,12.889,13.369,12.684,13.145,184119,0
2008-01-11,13.014,13.318,12.693,12.789,134418,0
2008-01-14,12.899,13.169,12.753,13.091,99481,0
2008-01-15,12.881,12.881,12.113,12.258,171797,0
2008-01-16,12.234,12.684,12.067,12.363,233127,0
2008-01-17,12.389,12.71,11.923,12.051,103473,0
2008-01-18,12.051,12.424,11.79,12.041,169357,0
2008-01-22,11.575,12.476,11.575,11.981,158498,0
2008-01-23,11.679,12.71,11.504,12.71,164943,0
2008-01-24,12.823,12.823,12.094,12.276,125705,0
2008-01-25,12.476,12.728,12.137,12.226,131820,0
2008-01-28,12.218,12.512,11.948,12.345,91829,0
2008-01-29,12.399,12.666,12.243,12.562,148907,0
2008-01-30,12.494,13.049,12.137,12.243,221411,0
2008-01-31,12.137,13.058,12.137,12.962,125261,0
2008-02-01,13.065,13.916,12.301,13.768,175914,0
2008-02-04,13.717,13.846,13.23,13.421,162567,0
2008-02-05,13.127,13.378,12.657,12.849,127391,0
2008-02-06,12.979,13.152,12.666,12.701,99055,0
2008-02-07,12.657,12.917,12.31,12.57,130794,0
2008-02-08,12.554,12.701,12.19,12.494,72534,0
2008-02-11,12.544,12.719,12.399,12.424,97175,0
2008-02-12,12.486,13.091,12.486,12.953,115066,0
2008-02-13,13.082,13.369,12.623,13.352,157564,0
2008-02-14,13.369,13.369,12.614,12.657,153399,0
2008-02-15,12.57,12.881,12.399,12.753,119532,0
2008-02-19,12.953,13.335,12.737,13.118,131625,0
2008-02-20,13.04,13.463,12.875,13.439,131578,0
2008-02-21,13.498,13.801,12.962,13.014,103719,0
2008-02-22,13.04,13.561,12.917,13.516,120457,0
2008-02-25,13.463,13.889,13.145,13.846,170384,0
2008-02-26,13.776,14.35,13.736,14.166,135374,0
2008-02-27,14.062,14.366,13.934,14.236,120874,0
2008-02-28,14.124,14.35,13.776,13.791,144494,0
2008-02-29,13.627,14.115,13.489,13.561,177602,0
2008-03-03,13.544,13.544,13.127,13.23,170535,0
2008-03-04,13.065,13.326,12.899,13.161,153472,0
2008-03-05,13.248,13.361,13.006,13.239,154192,0
2008-03-06,13.145,13.239,12.701,12.71,94192,0
2008-03-07,12.529,13.272,12.529,13.091,122166,0
2008-03-10,13.161,13.177,12.693,12.719,54290,0
2008-03-11,13.127,13.445,12.97,13.352,135510,0
2008-03-12,13.3,13.759,13.212,13.248,113122,0
2008-03-13,12.866,14.199,12.762,14.175,197334,0
2008-03-14,14.271,14.35,13.421,13.916,205050,0
2008-03-17,13.553,14.669,13.553,14.115,126104,0
2008-03-18,14.479,15.189,14.191,15.164,271666,0
2008-03-19,15.217,15.217,14.479,14.487,224306,0
2008-03-20,14.704,17.791,14.133,17.626,813866,0
2008-03-24,17.01,17.271,14.712,14.729,443828,0
2008-03-25,14.755,15.345,14.694,15.139,307403,0
2008-03-26,15.068,15.068,14.38,14.8,109202,0
2008-03-27,14.887,14.887,13.967,14.097,303525,0
2008-03-28,13.984,14.245,13.801,13.855,174529,0
2008-03-31,13.871,14.556,13.663,14.088,116322,0
2008-04-01,14.565,15.259,14.209,15.189,133755,0
2008-04-02,15.31,16.039,14.962,15.727,291737,0
2008-04-03,15.553,15.917,15.424,15.727,134625,0
2008-04-04,15.709,15.718,14.66,15.267,116185,0
2008-04-07,15.345,15.685,14.79,14.79,88890,0
2008-04-08,14.721,15.233,14.469,14.8,103958,0
2008-04-09,14.851,14.947,14.539,14.765,85982,0
2008-04-10,14.729,15.104,14.66,14.956,72951,0
2008-04-11,14.747,15.095,14.426,14.479,80532,0
2008-04-14,14.444,14.6,14.124,14.124,115166,0
2008-04-15,14.217,14.35,13.984,14.133,109775,0
2008-04-16,14.271,15.233,14.271,14.755,111318,0
2008-04-17,14.721,15.006,14.627,14.765,50243,0
2008-04-18,15.12,15.406,14.887,15.276,81598,0
2008-04-21,15.12,15.406,14.704,15.12,86607,0
2008-04-22,15.015,15.337,14.054,14.245,205277,0
2008-04-23,14.315,14.773,14.054,14.645,102902,0
2008-04-24,14.765,15.502,14.372,15.208,126694,0
2008-04-25,14.627,15.033,14.435,14.956,167384,0
2008-04-28,14.878,16.389,14.781,15.685,306263,0
2008-04-29,15.641,15.685,14.988,15.156,207208,0
2008-04-30,15.233,15.917,14.851,15.059,281671,0
2008-05-01,15.015,15.882,15.015,15.806,206546,0
2008-05-02,15.451,15.824,15.259,15.701,475170,0
2008-05-05,15.578,15.605,15.129,15.39,195708,0
2008-05-06,15.267,15.56,15.173,15.319,193054,0
2008-05-07,15.345,15.595,14.721,14.79,197709,0
2008-05-08,14.861,15.189,14.523,14.896,211590,0
2008-05-09,14.66,14.947,14.496,14.79,213702,0
2008-05-12,14.87,15.345,14.738,15.241,76888,0
2008-05-13,15.276,15.519,15.006,15.319,72264,0
2008-05-14,15.406,15.605,15.086,15.129,83722,0
2008-05-15,15.12,15.536,14.939,15.39,74126,0
2008-05-16,15.486,15.486,14.843,15.164,139756,0
2008-05-19,15.147,15.38,14.851,14.922,140275,0
2008-05-20,14.826,14.922,14.61,14.809,90442,0
2008-05-21,14.747,14.922,14.417,14.685,139975,0
2008-05-22,14.712,14.914,14.408,14.738,104691,0
2008-05-23,14.627,14.645,14.262,14.461,114220,0
2008-05-27,14.444,14.834,14.366,14.6,105625,0
2008-05-28,14.704,14.747,14.307,14.747,83313,0
2008-05-29,14.729,14.98,14.515,14.887,81609,0
2008-05-30,14.939,14.956,14.591,14.834,126100,0
2008-06-02,14.755,14.947,14.175,14.35,96034,0
2008-06-03,14.461,14.645,13.855,13.951,82102,0
2008-06-04,13.925,14.669,13.809,14.505,96213,0
2008-06-05,14.565,15.217,14.523,15.111,172239,0
2008-06-06,14.947,15.329,14.704,14.861,171043,0
2008-06-09,14.956,15.068,14.565,14.685,74315,0
2008-06-10,14.496,14.939,14.358,14.627,71167,0
2008-06-11,14.549,14.738,14.307,14.35,113899,0
2008-06-12,14.435,14.637,14.254,14.444,87786,0
2008-06-13,14.61,14.947,14.417,14.712,77076,0
2008-06-16,14.582,14.93,14.417,14.851,65187,0
2008-06-17,14.93,14.93,14.532,14.565,70997,0
2008-06-18,14.479,14.669,14.35,14.487,71827,0
2008-06-19,14.453,14.896,14.236,14.878,78386,0
2008-06-20,14.755,15.059,14.35,14.6,271248,0
2008-06-23,14.694,14.8,14.02,14.046,136037,0
2008-06-24,13.898,14.209,13.578,13.587,99961,0
2008-06-25,13.736,13.871,13.239,13.561,279427,0
2008-06-26,13.412,13.698,13.412,13.507,133904,0
2008-06-27,13.361,14.236,13.145,13.221,455009,0
2008-06-30,13.204,13.335,12.71,12.728,157369,0
2008-07-01,12.57,13.136,12.407,13.049,111302,0
2008-07-02,12.997,14.254,12.632,13.109,137027,0
2008-07-03,13.145,13.578,13.023,13.091,49786,0
2008-07-07,13.169,13.361,12.875,12.997,75672,0
2008-07-08,13.04,13.791,12.917,13.776,99156,0
2008-07-09,13.752,13.752,12.908,12.917,93002,0
2008-07-10,12.917,13.412,12.832,13.169,86957,0
2008-07-11,13.006,13.655,12.926,13.655,96501,0
2008-07-14,13.752,13.752,13.014,13.152,59612,0
2008-07-15,12.962,13.587,12.605,13.065,244270,0
2008-07-16,13.099,13.553,12.979,13.516,150433,0
2008-07-17,13.544,13.984,13.318,13.934,108987,0
2008-07-18,13.898,14.175,13.439,13.708,101168,0
2008-07-21,13.736,14.088,13.058,13.561,66966,0
2008-07-22,13.343,14.069,13.195,13.967,155029,0
2008-07-23,13.916,14.115,13.412,13.828,129625,0
2008-07-24,13.726,14.02,13.265,13.698,154114,0
2008-07-25,13.784,14.556,12.632,14.124,154128,0
2008-07-28,14.046,14.046,13.29,13.326,116333,0
2008-07-29,13.369,14.28,12.908,13.96,138314,0
2008-07-30,14.069,14.124,13.23,13.846,96814,0
2008-07-31,13.603,14.062,13.326,13.801,127808,0
2008-08-01,13.863,13.863,13.352,13.612,100035,0
2008-08-04,13.627,14.097,13.3,14.054,133951,0
2008-08-05,14.199,14.765,14.028,14.712,194204,0
2008-08-06,14.645,14.645,14.141,14.505,148703,0
2008-08-07,14.399,14.914,14.342,14.704,125493,0
2008-08-08,14.669,15.38,14.496,15.38,91804,0
2008-08-11,15.371,16.561,15.006,16.481,154805,0
2008-08-12,16.307,16.471,15.424,15.806,159982,0
2008-08-13,15.623,16.108,15.156,15.329,124889,0
2008-08-14,15.233,15.952,14.834,15.173,129297,0
2008-08-15,15.415,15.779,14.905,15.189,222539,0
2008-08-18,15.181,15.595,14.997,15.173,101624,0
2008-08-19,15.042,15.139,14.315,14.971,85917,0
2008-08-20,15.095,15.56,14.199,14.896,72548,0
2008-08-21,14.738,15.511,14.39,14.645,70704,0
2008-08-22,14.729,14.87,14.307,14.574,209035,0
2008-08-25,14.515,14.6,13.791,13.898,181182,0
2008-08-26,13.879,14.426,13.871,14.245,152367,0
2008-08-27,14.236,15.033,14.236,14.738,142707,0
2008-08-28,14.781,14.861,14.496,14.8,145886,0
2008-08-29,14.704,15.319,14.288,14.479,79967,0
2008-09-02,14.747,14.826,14.254,14.479,83949,0
2008-09-03,14.461,14.574,13.967,13.984,142147,0
2008-09-04,13.907,14.079,13.594,13.594,131489,0
2008-09-05,13.534,13.837,13.239,13.397,127681,0
2008-09-08,13.776,14.254,13.352,13.818,130356,0
2008-09-09,13.837,14.182,13.655,13.672,166014,0
2008-09-10,13.907,14.262,13.463,13.612,161481,0
2008-09-11,13.343,14.217,12.899,12.908,237773,0
2008-09-12,12.849,13.145,12.666,13.023,125064,0
2008-09-15,12.666,13.031,12.657,12.78,142455,0
2008-09-16,12.666,12.962,12.666,12.944,200872,0
2008-09-17,12.823,13.369,12.512,13.049,210768,0
2008-09-18,13.318,14.694,12.926,14.28,357257,0
2008-09-19,14.956,15.319,14.461,15.086,627758,0
2008-09-22,15.051,15.605,14.677,14.988,279040,0
2008-09-23,14.988,14.988,14.28,14.523,134482,0
2008-09-24,14.532,14.922,14.046,14.124,281752,0
2008-09-25,14.209,14.532,14.001,14.217,120344,0
2008-09-26,13.916,14.61,13.916,14.523,164692,0
2008-09-29,14.182,14.435,13.318,13.431,198164,0
2008-09-30,13.594,13.791,13.23,13.717,125371,0
2008-10-01,13.507,14.39,13.3,13.516,120355,0
2008-10-02,13.397,13.637,13.099,13.127,81167,0
2008-10-03,13.352,13.587,12.632,12.649,146907,0
2008-10-06,12.798,12.798,11.835,12.416,171351,0
2008-10-07,12.529,13.073,11.738,11.747,140675,0
2008-10-08,11.34,12.399,11.34,11.719,213575,0
2008-10-09,11.973,11.989,10.639,10.647,168605,0
2008-10-10,10.125,11.298,9.971,11.081,209050,0
2008-10-13,11.619,12.468,11.443,12.372,225454,0
2008-10-14,12.815,12.815,11.687,11.747,105657,0
2008-10-15,11.584,12.113,10.792,10.845,104488,0
2008-10-16,10.778,12.562,10.778,12.468,222662,0
2008-10-17,11.956,12.676,11.367,11.695,224867,0
2008-10-20,11.842,12.354,11.219,12.319,134359,0
2008-10-21,12.041,12.579,11.643,11.765,85002,0
2008-10-22,11.661,11.835,11.081,11.113,136381,0
2008-10-23,11.211,11.619,10.118,10.497,219487,0
2008-10-24,9.729,10.925,9.729,10.195,216041,0
2008-10-27,10.005,10.63,9.789,9.934,146602,0
2008-10-28,10.188,10.881,9.858,10.845,149840,0
2008-10-29,10.915,11.34,10.221,10.811,115284,0
2008-10-30,11.139,11.842,11.081,11.756,100746,0
2008-10-31,11.619,12.363,11.13,12.258,131015,0
2008-11-03,12.258,12.579,11.661,12.103,144640,0
2008-11-04,12.251,12.503,11.818,12.033,104742,0
2008-11-05,11.842,12.041,11.271,11.306,89653,0
2008-11-06,11.149,11.376,10.742,10.792,94291,0
2008-11-07,10.89,11.383,10.37,11.211,100602,0
2008-11-10,11.428,11.428,10.524,10.742,83406,0
2008-11-11,10.622,10.949,10.429,10.473,82820,0
2008-11-12,10.309,10.438,10.169,10.203,118033,0
2008-11-13,10.188,11.262,10.067,11.201,166798,0
2008-11-14,10.925,11.167,10.169,10.265,125022,0
2008-11-17,10.134,10.309,9.711,9.729,118195,0
2008-11-18,9.806,10.134,9.538,9.908,298001,0
2008-11-19,9.877,10.05,8.7045,8.7653,136847,0
2008-11-20,8.7133,9.1987,8.3058,8.4095,194321,0
2008-11-21,8.5656,8.9993,7.9156,8.7045,232389,0
2008-11-24,8.7739,9.3808,8.0629,9.3018,279434,0
2008-11-25,9.26,9.639,8.7565,9.503,142906,0
2008-11-26,9.2156,9.971,8.9815,9.858,162288,0
2008-11-28,9.639,9.745,9.4769,9.711,41510,0
2008-12-01,9.3994,9.822,8.5571,8.6094,150314,0
2008-12-02,8.8432,9.2064,8.6005,9.087,131250,0
2008-12-03,8.7826,9.356,8.4965,9.164,160560,0
2008-12-04,8.9815,9.3994,8.6349,8.7045,115334,0
2008-12-05,8.5227,9.233,8.2707,9.2156,189783,0
2008-12-08,9.4507,10.195,8.8085,9.772,147362,0
2008-12-09,9.622,10.915,9.4507,9.676,153707,0
2008-12-10,9.772,10.604,9.4072,10.083,95694,0
2008-12-11,9.815,10.334,9.729,10.059,180764,0
2008-12-12,9.753,10.23,9.164,9.667,230782,0
2008-12-15,9.721,10.212,9.721,9.952,146029,0
2008-12-16,10.125,10.491,9.916,10.473,138257,0
2008-12-17,10.274,10.681,10.274,10.63,100923,0
2008-12-18,10.587,10.69,9.971,10.318,87213,0
2008-12-19,10.587,10.908,10.283,10.396,320395,0
2008-12-22,10.405,10.854,9.684,10.221,102053,0
2008-12-23,10.37,10.811,9.934,10.221,73785,0
2008-12-24,10.195,10.429,10.075,10.344,43354,0
2008-12-26,10.396,10.681,10.075,10.396,25019,0
2008-12-29,10.413,10.551,9.934,9.987,43758,0
2008-12-30,10.083,10.405,9.885,10.387,96136,0
2008-12-31,10.387,10.725,10.161,10.533,144667,0
2009-01-02,10.569,10.569,10.067,10.465,148769,0
2009-01-05,10.438,10.438,10.101,10.309,90632,0
2009-01-06,10.378,10.482,10.014,10.405,96888,0
2009-01-07,10.134,10.134,9.58,10.101,107533,0
2009-01-08,10.05,10.067,9.772,10.067,79246,0
2009-01-09,10.032,10.118,9.3738,9.693,141573,0
2009-01-12,9.667,9.789,9.337,9.337,69734,0
2009-01-13,9.3018,9.702,9.2853,9.684,176775,0
2009-01-14,9.512,9.547,9.1463,9.2156,232448,0
2009-01-15,9.2064,9.356,8.8951,9.3195,87189,0
2009-01-16,9.3894,9.622,8.9901,9.3894,104089,0
2009-01-20,9.2245,9.2245,8.7309,8.7565,153531,0
2009-01-21,8.8085,9.711,8.4965,9.0514,252293,0
2009-01-22,8.8692,9.233,8.644,8.9647,76229,0
2009-01-23,8.687,9.1987,8.687,9.1109,71233,0
2009-01-26,9.1032,9.589,9.1032,9.2931,136179,0
2009-01-27,9.2853,9.684,9.2156,9.2776,129505,0
2009-01-28,9.3808,9.612,9.2418,9.3894,108958,0
2009-01-29,9.2515,9.3195,8.7912,8.8085,78231,0
2009-01-30,8.8604,8.8604,8.5051,8.6526,114992,0
2009-02-02,8.5486,8.9815,8.4095,8.9042,101950,0
2009-02-03,8.9555,9.649,8.7653,9.512,174507,0
2009-02-04,9.512,9.745,9.1901,9.2931,97018,0
2009-02-05,9.1901,9.3738,9.0344,9.1463,143856,0
